Province;Commune;Nom_Etab;Categorie
Casablanca;Sidi Othmane (Ar);Baladia;CSU
Casablanca;Moulay Rachid (Ar);Hay My Rchid I;CSU
Casablanca;Moulay Rachid (Ar);Hay My Rchid II;CSU
Casablanca;Moulay Rachid (Ar);Hay Sadri;CSU
Casablanca;Moulay Rachid (Ar);Massira I;CSU
Casablanca;Sidi Bernoussi (Ar);Bernoussi;CSU
Casablanca;Sidi Moumen (Ar);C. Diagnostique et Traitement MR;CDTMR
Casablanca;Sidi Bernoussi (Ar);Amal II;CSU
Casablanca;Sidi Bernoussi (Ar);Bernoussi;CRPF
Casablanca;Sidi Moumen (Ar);Ahl Logglam I (Azhar );CSU
Casablanca;Sidi Moumen (Ar);Anassi;CSU
Casablanca;Sidi Moumen (Ar);Sidi Moumen;CSU
Casablanca;Sidi Moumen (Ar);Ahl Logglam II;CSU
Casablanca;Sidi Moumen (Ar);Walaa (Tacharouk);CSU
Casablanca;Mechouar de Casablanca;Machouar (La Grurie);CSU
Casablanca;Mechouar de Casablanca;Zellaka;CSU
Casablanca;AŒn-CHOCK (AR);Hay Chrifa (Inara);CSU
Casablanca;Hay-Hassani (Ar);Azhari;CSU
Casablanca;Moulay Rachid (Ar);Al Baida;CSU
Casablanca;Sidi Bernoussi (Ar);Qods;CSU
Casablanca;Sidi Moumen (Ar);Wahaa;CSU
Casablanca;Moulay Rachid (Ar);Lahraouyine-Od Mellouk;CSU
Casablanca;Moulay Rachid (Ar);Massira II;CSU
Casablanca;Hay-Hassani (Ar);Oulfa;CSU
Casablanca;Sidi Moumen (Ar);Essalam I;CSU
Casablanca;Sidi Moumen (Ar);Essalam;CSU
Casablanca;Moulay Rachid (Ar);El Ouafa (Bournazil);CSU
Casablanca;El Maarif (Ar);Tarik Ibn Ziyad;CSU
Casablanca;Al-Fida (Ar);Nador;CSU
Casablanca;AŒn-CHOCK (AR);Lamkanssa;CSU
Casablanca;Hay-Hassani (Ar);C.Diagnostique et Traitement MR;CDTMR
Casablanca;Ben M'sick (Ar);Ifriquia;CSU
Chefchaouen;Chefchaouen;El Haouta;CSU
Chefchaouen;Chefchaouen;Bab El Ain ÿ;CSU
Chefchaouen;Chefchaouen;Ain El Houzi;CSU
Chefchaouen;Chefchaouen;Chefchaouen;CDTMR
Chefchaouen;Chefchaouen;Chefchaouen;CRPF
Chefchaouen;Chefchaouen;Chefchaouen;LEHM
Chefchaouen;Bab Berred;Bab Berred;CSCA
Chefchaouen;Bab Berred;Laanacer;DR
Chefchaouen;Iounane;Iounane;CSC
Chefchaouen;Iounane;Aaloui;DR
Chefchaouen;Tamorot;Tamorot;CSC
Chefchaouen;Tamorot;Maouassif;DR
Chefchaouen;Tamorot;Hadaka ÿ;DR
Chefchaouen;Bni Ahmed Cherqia;Bni Ahmed;CSCA
Chefchaouen;Mansoura;Mansoura;CSC
Chefchaouen;Bni Ahmed Gharbia;Ksibat ÿÿÿÿ;CSC
Chefchaouen;Bni Ahmed Gharbia;Bni Mizar;DR
Chefchaouen;Oued Malha;Malha;CSC
Chefchaouen;Amtar;Amtar ÿÿÿÿÿÿ;CSC
Chefchaouen;Bni Rzine;Bni Rzine;CSC
Chefchaouen;Bni Rzine;Azaghar;DR
Chefchaouen;Bni Smih;Bni Smih;CSC
Chefchaouen;M'tioua;Jabha ÿÿÿÿÿÿÿ;CSCA
Chefchaouen;M'tioua;Taglit;DR
Chefchaouen;Ouaouzgane;Ouaouzgane;CSC
Chefchaouen;Ouaouzgane;Aguersif;DR
Chefchaouen;Bab Taza;Bab Taza;CSCA
Chefchaouen;Bab Taza;Magou;DR
Chefchaouen;Bab Taza;Gharouzime;DR
Chefchaouen;Bab Taza;Bouhalla;DR
Chefchaouen;Bni Salah;Barkok;CSC
Chefchaouen;Bni Darkoul;Bni Darkoul;CSC
Chefchaouen;Bni Darkoul;Chrafat;DR
Chefchaouen;Bni Faghloum;Doukala;CSC
Chefchaouen;Fifi;Fifi;CSCA
Chefchaouen;Fifi;Bni Yarzine;DR
Chefchaouen;Derdara;Derdara;CSC
Chefchaouen;Tanaqoub;Tanaqoub ÿÿÿ;CSCA
Chefchaouen;Tanaqoub;Zaouite ÿS. Youssef;DR
Chefchaouen;Laghdir;Souk Lhad;CSC
Chefchaouen;Laghdir;Aghran Kadi;DR
Chefchaouen;Bni Selmane;Assifane;CSCA
Chefchaouen;Bni Selmane;Khmis Louta;DR
Chefchaouen;Bni Selmane;Medieq;DR
Chefchaouen;Bni Mansour;Ain Lahjar;CSC
Chefchaouen;Bni Bouzra;Bou Ahmed ÿÿÿÿ;CSC
Chefchaouen;Bni Bouzra;Anaray;DR
Chefchaouen;Steha;Steha ÿ;CSCA
Chefchaouen;Tizgane;Kaa Assrass;CSC
Chefchaouen;Tizgane;Targha;DR
Chefchaouen;Tizgane;Boufail;DR
Chefchaouen;Tassift;Tasift;CSC
Chefchaouen;Talambote;Talambot;CSCA
Chefchaouen;Talambote;Kalaa;DR
Chichaoua;Irohalen;Tamaroute;DR
Chichaoua;Chichaoua;Chichaoua;CSUA
Chichaoua;Imintanoute;Imintanoute;CSUA
Chichaoua;Ait Hadi;Ait Hadi;CSC
Chichaoua;Sidi Bouzid Arragragui;Sidi Bouzid;CSCA
Chichaoua;Lamzoudia;Lamzoudia;CSCA
Chichaoua;Lamzoudia;Sidi Amara;DR
Chichaoua;Ahdil;Houggate;CSC
Chichaoua;Ahdil;Ahdil;DR
Chichaoua;Oulad Moumna;Oulad Moumna;CSC
Chichaoua;Sid L'mokhtar;Sid Lmoukhtar;CSCA
Chichaoua;Sid L'mokhtar;Lamzara;DR
Chichaoua;Sidi M'hamed Dalil;S. Mhamed Dalil (Rouafia);CSC
Chichaoua;Saidate;Agouidir;CSCA
Chichaoua;Saidate;Saidate;DR
Chichaoua;Nfifa;Nfifa (Aratal);CSCA
Chichaoua;Oued L'bour;Ouad L'bour (Imi N'laine);CSC
Chichaoua;Irohalen;Irohalen;CSC
Chichaoua;Ain Tazitounte;Ain Tazitounte;CSC
Chichaoua;Afalla Issen;Afella Issen;CSC
Chichaoua;Timezgadiouine;Timezgadiouine;CSCA
Chichaoua;Sidi Ghanem;Sidi Ghanem;CSC
Chichaoua;Ait Haddou Youssef;Ait Hadou Youssef;CSC
Chichaoua;Lalla Aaziza;Lalla Aaziza;CSCA
Chichaoua;Bouabout Amdlane;Souk Anzammer;CSC
Chichaoua;Rahhala;Rahhala;CSC
Chichaoua;Bouabout;Bouabout;CSCA
Chichaoua;Kouzemt;Kouzemt;CSC
Chichaoua;Timlilt;Timlilte;CSCA
Chichaoua;Ichamraren;Ichamraren;CSCA
Chichaoua;Ichamraren;R'bat;DR
Chichaoua;Sidi Abdelmoumen;S. Abdelmoumen;CSC
Chichaoua;Taouloukoult;Taouloukoult;CSCA
Chichaoua;Gmassa;Gmassa;CSCA
Chichaoua;Gmassa;Dar Mokhtar;DR
Chichaoua;Gmassa;Jorf;DR
Chichaoua;Majjat;Majjat;CSCA
Chichaoua;Majjat;Lamaissra;DR
Chichaoua;Douirane;Douirane;CSCA
Chichaoua;Zaouia Annahlia;Borj;CSC
Chichaoua;Zaouia Annahlia;Garne Alla (Zt Nahlia);DR
Chichaoua;M'zouda;M'zouda;CSC
Chichaoua;M'zouda;Bouzouga;DR
Chichaoua;Assif El Mal;Assif El Mal;CSCA
Chichaoua;Adassil;Adassil;CSC
Chichaoua;Imindounit;Imi N'dounite;CSC
Chtouka Ait Baha;Ait Baha ÿ;Ait Baha ÿÿÿÿÿ;CSUA
Chtouka Ait Baha;Biougra ÿ;Biougra ÿÿÿÿÿÿ;CSU
Chtouka Ait Baha;Sidi Bibi;Sidi Bibi;CSC
Chtouka Ait Baha;Sidi Bibi;Takade;DR
Chtouka Ait Baha;Sidi Bibi;Taddarte;DR
Chtouka Ait Baha;Ait Amira;Ait Amira;CSCA
Chtouka Ait Baha;Ait Amira;Anou L'jdid;DR
Chtouka Ait Baha;Imi Mqourn;Imi Mqourn;CSCA
Chtouka Ait Baha;Sidi Boushab;Sidi Boushab;CSC
Chtouka Ait Baha;Ouad Essafa;Oued Essafa;CSC
Chtouka Ait Baha;Ouad Essafa;Imzilene;DR
Chtouka Ait Baha;Belfaa;Belfaa;CSCA
Chtouka Ait Baha;Inchaden;Inchaden;CSC
Chtouka Ait Baha;Massa;Massa;CSCA
Chtouka Ait Baha;Massa;Ifentar;DR
Chtouka Ait Baha;Sidi Ouassay;Aghbalou;CSC
Chtouka Ait Baha;Ait Milk;Ait Milk;CSCA
Chtouka Ait Baha;Ait Milk;Ait Yassine;DR
Chtouka Ait Baha;Ait Mzal;Ait M'zal;CSC
Chtouka Ait Baha;Hilala;Hilala;CSC
Chtouka Ait Baha;Tassegdelt;Hellate;CSC
Chtouka Ait Baha;Tassegdelt;Taalate;DR
Chtouka Ait Baha;Ait Ouadrim;Ait Ouadrim;CSC
Chtouka Ait Baha;Sidi Abdallah ÿEl Bouchouari;S.Abdellah;CSCA
Chtouka Ait Baha;Sidi Abdallah ÿEl Bouchouari;Kh.A.Moussa;DR
Chtouka Ait Baha;Tanalt;Tanalt;CSCA
Chtouka Ait Baha;Aouguenz;Ouagnez;CSC
Chtouka Ait Baha;Targua Ntouchka;Targa Ntouchka;CSC
Chtouka Ait Baha;Ida Ougnidif;Ida Ougnidif;CSCA
Chtouka Ait Baha;Ida Ougnidif;Aguerd;DR
Chtouka Ait Baha;Tizi Ntakoucht;Takoucht;CSC
Chtouka Ait Baha;Tassegdelt;Zao;DR
Chtouka Ait Baha;Targua Ntouchka;Tiouaziouine;DR
Chtouka Ait Baha;Ait Baha ÿ;Ait Baha I;CSU
Driouch;Talilit;Talilit ÿÿÿ;CSC
Driouch;Ben Taieb;Ben Taieb;CSUA
Driouch;M'hajer;M'hajer;CSC
Driouch;Midar;Midar;CSUA
Driouch;Iferni;Midar Haut;CSC
Driouch;Iferni;B.BOUYIRI JBEL (Bouyart);DR
Driouch;Tafersit;Tafersit;CSCA
Driouch;Azlaf;Azlef;CSC
Driouch;Tsaft;Kassita;CSC
Driouch;Ijermaouas;Ijermaouas;CSCA
Driouch;Ijermaouas;Izray;DR
Driouch;Oulad Amghar;Oulad Amghar;CSC
Driouch;Boudinar;Boudinar ÿ;CSCA
Driouch;Boudinar;Ait Chokt;DR
Driouch;Bni Marghnine;Trifa B.Marghnine;CSC
Driouch;Temsamane;Khmiss Temsamane;CSC
Driouch;Trougout;Trougout;CSCA
Driouch;Driouch;Driouch;CSUA
Driouch;Ain Zohra;Ain Zohra;CSCA
Driouch;Oulad Boubker;Oulad Boubker;CSC
Driouch;Dar El Kebdani;Dar Elkebdani;CSCA
Driouch;Tazaghine;Tazaghine;CSC
Driouch;Amejjaou;Tkhabacht (Ihmidaten);CSC
Driouch;Amejjaou;Bouramana;DR
Driouch;Ait Mait;Ait Mait;CSC
Driouch;Ouardana;Ouardana;CSC
El Hajeb;El Hajeb;El Hajeb I;CSU
El Hajeb;El Hajeb;El Hajeb II;CSU
El Hajeb;Ain Taoujdate;A.Taoujdate;CSUA
El Hajeb;Sabaa Aiyoun;Sbaa Ayoun;CSUA
El Hajeb;Agourai;Agourai;CSUA
El Hajeb;Ait Naamane;Abdelkrim El Khattabi (Ait Naamane);CSC
El Hajeb;Iqaddar;Amane Sayarnine (Iqaddar);CSC
El Hajeb;Iqaddar;Lassadam;DR
El Hajeb;Ait Bourzouine;Rabil (Dalkouss);CSC
El Hajeb;Ait Bourzouine;Dir;DR
El Hajeb;Ait Harz Allah;Ait Harz Allah;CSC
El Hajeb;Ait Harz Allah;Ben Kaddouch;DR
El Hajeb;Ait Harz Allah;Aghbalou Oumlil;DR
El Hajeb;Ait Boubidmane;Bouderbala;CSCA
El Hajeb;Ait Boubidmane;Souk El Gour;DR
El Hajeb;Bitit;Ait Ouallal;CSC
El Hajeb;Laqsir;Laqsir;CSC
El Hajeb;Laqsir;Ait Brahim;DR
El Hajeb;Tamchachate;Med ZERKTOUNI (SAADA);CSC
El Hajeb;Ait Yaazem;Ait Yaazem;CSCA
El Hajeb;Ait Ouikhalfen;Youssoufia;CSC
El Hajeb;Jahjouh;Souk Sebt;CSCA
El Hajeb;Ras Ijerri;Ras Ijerri;CSCA
El Jadida;Azemmour;Azemmour;CSU
El Jadida;Azemmour;My BOUCHAIB;CSU
El Jadida;Lbir Jdid;Bir Jdid;CSUA
El Jadida;Lamharza Essahel;Lamharza;CSC
El Jadida;Laghdira;Laghdira;CSC
El Jadida;Sidi Ali Ben ÿHamdouche;Sidi Ali;CSC
El Jadida;Chtouka;Tnine Chtouka;CSCA
El Jadida;Haouzia;Tikni;CSC
El Jadida;Oulad Rahmoune;Oulad Rahmoune;CSC
El Jadida;Oulad Rahmoune;Souk Jemaa;DR
El Jadida;Oulad Hcine;Ouled Hcine;CSC
El Jadida;Moulay Abdallah;My ABDELLAH;CSC
El Jadida;Sidi Abed;Sidi Abed;CSC
El Jadida;Sidi M'hamed ÿAkhdim;S.M'hamed Akhdim;CSC
El Jadida;Oulad Aissa;Ouled Aissa;CSC
El Jadida;Oulad Ghanem;Ouled Ghanem;CSCA
El Jadida;El-Jadida;Derb Guebbas;CSU
El Jadida;El-Jadida;Derb Ghalef;CSU
El Jadida;El-Jadida;Ibn Mouhajir;CSU
El Jadida;El-Jadida;Sidi Yahia;CSU
El Jadida;El-Jadida;Bouchrit;CDTMR
El Jadida;El-Jadida;Essaada;CSU
El Jadida;El-Jadida;Centre De Reference;CRPF
El Jadida;El-Jadida;Laboratoire Siaap;LEHM
El Jadida;Oulad Sidi Ali ÿBen Youssef;S.Ali B.Youssef(El Aoujate);CSC
El Jadida;Si Hsaien Ben ÿAbderrahmane;S.Hsain B.Abderah (Bir Babouche);CSC
El Jadida;Oulad Frej;Ouled Frej;CSCA
El Jadida;Zaouiat Lakouacem;Kouacem;CSC
El Jadida;Chaibate;Chaibate;CSC
El Jadida;Oulad Hamdane;Ouled Hamdane;CSC
El Jadida;Oulad Hamdane;Boucedra;DR
El Jadida;Mettouh;Mettouh;CSC
El Jadida;Boulaouane;Boulaouane Kasba(Od Ali Boulaouane);CSC
El Jadida;Boulaouane;Boulaouane;DR
El Jadida;Sebt Saiss;Sebt Saiss;CSC
El Jadida;Zaouiat Saiss;Zaouiat Saiss;CSC
El Jadida;Mogress;Mogress;CSC
El Jadida;Sidi Smail;Sidi Smail;CSCA
El Jadida;Moulay Abdallah;Sidi Bouzid;DR
El Kelaa Des Sraghna;EL Kelaƒ DES SRAGHNA;Quartier Administratif;CSU
El Kelaa Des Sraghna;EL Kelaƒ DES SRAGHNA;Arsa;CSU
El Kelaa Des Sraghna;EL Kelaƒ DES SRAGHNA;El Qods;CSU
El Kelaa Des Sraghna;Laatamna;Od Abbou;DR
El Kelaa Des Sraghna;Assahrij;Lahmadna;DR
El Kelaa Des Sraghna;Jouala;Khnaifare;DR
El Kelaa Des Sraghna;Mayate;Od Cheikh Garni;DR
El Kelaa Des Sraghna;Sidi El Hattab;Lakhlafna;DR
El Kelaa Des Sraghna;EL Kelaƒ DES SRAGHNA;Cdtmr;CDTMR
El Kelaa Des Sraghna;EL Kelaƒ DES SRAGHNA;CRPF (Int‚gr‚e Dans CSU Arsa);CRPF
El Kelaa Des Sraghna;EL Kelaƒ DES SRAGHNA;Centre M‚dico-Social;CSU
El Kelaa Des Sraghna;EL Kelaƒ DES SRAGHNA;El Hana;CSU
El Kelaa Des Sraghna;Jbiel;Talghomte;DR
El Kelaa Des Sraghna;Laattaouia;Attaouia Centre;CSUA
El Kelaa Des Sraghna;Laattaouia;Attaouia;CSU
El Kelaa Des Sraghna;Sidi Rahhal;Sidi Rahal;CSUA
El Kelaa Des Sraghna;Tamallalt;Tamallalt;CSUA
El Kelaa Des Sraghna;Oulad Aarrad;Oulad Aarrad(Falah);CSC
El Kelaa Des Sraghna;Choara;Choaara(Od Amara);CSC
El Kelaa Des Sraghna;Dzouz;Dzouz (Sidi Brahim );CSC
El Kelaa Des Sraghna;Fraita;Freita;CSC
El Kelaa Des Sraghna;Laatamna;Laatamna (Od Ayoub);CSC
El Kelaa Des Sraghna;Laattaouia ÿEch-Chaybia;Attaouia Echchaybia;CSC
El Kelaa Des Sraghna;Ouargui;Ouargui;CSC
El Kelaa Des Sraghna;Bouya Omar;Bouya Omar (Bourouta);CSC
El Kelaa Des Sraghna;Bouya Omar;Lamnassir;DR
El Kelaa Des Sraghna;Assahrij;Sahrij;CSCA
El Kelaa Des Sraghna;Sour El Aaz;Sour El Aaz;CSC
El Kelaa Des Sraghna;Sour El Aaz;Sidi Driss;DR
El Kelaa Des Sraghna;Oulad Khallouf;Zouitina;CSC
El Kelaa Des Sraghna;Oulad Khallouf;Oulad Khallouf;DR
El Kelaa Des Sraghna;Loued Lakhdar;Louad Lakhdar(Madiaque);CSC
El Kelaa Des Sraghna;M'zem Sanhaja;Tlata Mzem;CSC
El Kelaa Des Sraghna;Sidi Aissa Ben ÿSlimane;S.Aissa B.Slimane;CSC
El Kelaa Des Sraghna;Sidi Aissa Ben ÿSlimane;Od ALI JAMOUAA;DR
El Kelaa Des Sraghna;Sidi Aissa Ben ÿSlimane;Od S. M'HAMED TOUMI;DR
El Kelaa Des Sraghna;Zemrane;Zemrane (Lakrarma);CSCA
El Kelaa Des Sraghna;Zemrane;Hraoua;DR
El Kelaa Des Sraghna;Zemrane Charqia;Z. Charqia (Od Naceur);CSC
El Kelaa Des Sraghna;Zemrane Charqia;Bouida;DR
El Kelaa Des Sraghna;Zemrane Charqia;Ouled Gaid;DR
El Kelaa Des Sraghna;Jouala;Jouala;CSCA
El Kelaa Des Sraghna;Jbiel;Jbiel (Chlihate);CSC
El Kelaa Des Sraghna;Oulad Sbih;Oulad Sbih (Od Ali);CSC
El Kelaa Des Sraghna;Hiadna;Hiadna;CSC
El Kelaa Des Sraghna;Oulad Zarrad;Od Zarrad (Od Bouhmad);CSC
El Kelaa Des Sraghna;Oulad Cherki;Oulad Cherki;CSC
El Kelaa Des Sraghna;Oulad Cherki;Sidi Ali B.Nouiti;DR
El Kelaa Des Sraghna;El Marbouh;El Marbouh;CSC
El Kelaa Des Sraghna;Mayate;Od SABEUR;CSC
El Kelaa Des Sraghna;Mayate;Mayate;DR
El Kelaa Des Sraghna;Errafiaya;Errafiaya (Qant. Tassaout);CSC
El Kelaa Des Sraghna;Oulad Aamer;Oulad Aamer;CSC
El Kelaa Des Sraghna;Taouzint;Taouzint (Ait Si Abdellah);CSC
El Kelaa Des Sraghna;Oulad Bouali Loued;Od Bouali Loued (Od Klib);CSC
El Kelaa Des Sraghna;Oulad Bouali Loued;Ait Aissa;DR
El Kelaa Des Sraghna;El Aamria;El Amria (Larbaa Ghazet );CSCA
El Kelaa Des Sraghna;Oulad Msabbel;Oulad Msabbel;CSC
El Kelaa Des Sraghna;Oulad Massaoud;Od Massaoud (Hal L'qoba);CSC
El Kelaa Des Sraghna;Eddachra;Dechra;CSC
El Kelaa Des Sraghna;Sidi Moussa;Sidi Moussa (Oulad Saaid);CSC
El Kelaa Des Sraghna;Sidi El Hattab;Sidi ÿHattab (Laazaba);CSC
El Kelaa Des Sraghna;Chtaiba;Chtaiba;CSC
El Kelaa Des Sraghna;Znada;Znada (Draoua);CSC
El Kelaa Des Sraghna;Oulad Yaacoub;Ouled Yaacoub;CSC
El Kelaa Des Sraghna;Oulad El Garne;Od El Garne (Souk Sebt);CSCA
El Kelaa Des Sraghna;Lounasda;Lounasda;CSC
Errachidia;Errachidia;Abderrahmane Sahraoui;CSU
Errachidia;Errachidia;Med ZERKTOUNI;CSU
Errachidia;Errachidia;Mustapha Maani;CSU
Errachidia;Errachidia;Allal Ben Abdellah;CSU
Errachidia;Errachidia;Oulad Bounaji (Ouled Lhaj);CSU
Errachidia;Errachidia;Abderrahmane Sahraoui;LEHM
Errachidia;Errachidia;Abderrahmane Sahraoui;CDTMR
Errachidia;Arfoud;Hassan Eddakhil;CSU
Errachidia;Goulmima;Guoulmima;CSU
Errachidia;Aarab Sebbah Ziz;Oulad Maatallah;CSC
Errachidia;Aarab Sebbah Ziz;Maadid;DR
Errachidia;Es-Sifa;Es-Sifa;CSCA
Errachidia;Aarab Sebbah Gheris;Hannabou;CSC
Errachidia;Fezna;Fezna;CSC
Errachidia;Er-Rissani;Mezguida;CSC
Errachidia;Bni M'hamed ÿSijelmassa;Ouled Abdelhalim;DR
Errachidia;Bni M'hamed ÿSijelmassa;El Ghorfa;DR
Errachidia;Bni M'hamed ÿSijelmassa;Jbil;DR
Errachidia;Es-Sfalat;Es-Falat;CSCA
Errachidia;Et-Taous;Merzouga;CSCA
Errachidia;Et-Taous;Et-Taouz;DR
Errachidia;Sidi Ali;Sidi Ali(Tafraoute);CSC
Errachidia;Aoufous;Aoufous;CSCA
Errachidia;Aoufous;Zaouit Amelkis;DR
Errachidia;Aoufous;Oulad Chaker;DR
Errachidia;Er-Rteb;Zrigate;DR
Errachidia;Er-Rteb;Douira;DR
Errachidia;Oued Naam;Sahli;CSC
Errachidia;Oued Naam;Tazougarte;DR
Errachidia;Oued Naam;Bni Ouziem;DR
Errachidia;Chorfa M'daghra;Bni Moussi (Chorfa M'daghra);CSC
Errachidia;Chorfa M'daghra;Meski;DR
Errachidia;Lkheng;Lkheng;CSC
Errachidia;Lkheng;Ait Atmane;DR
Errachidia;Aghbalou N'kerdous;Aghbalou N'kerdous;CSCA
Errachidia;Aghbalou N'kerdous;Igoudmane;DR
Errachidia;Aghbalou N'kerdous;Ifegh;DR
Errachidia;Gheris Es-Soufli;Ouakka;CSC
Errachidia;Gheris Es-Soufli;Tilouine;DR
Errachidia;Gheris El Ouloui;Ait Ihya Ou Atmane;CSC
Errachidia;Tadighoust;Tadighoust;CSCA
Errachidia;Melaab;Melaab;CSCA
Errachidia;Melaab;Touroug;DR
Errachidia;Melaab;Igli;DR
Errachidia;Ferkla Es-Soufla;Ketaa El Oued;CSC
Errachidia;Ferkla Es-Soufla;Tizougaghine;DR
Errachidia;Ferkla El Oulia;Asrir;CSCA
Errachidia;Jorf;Jorf;CSUA
Errachidia;Moulay Ali Cherif;Sijilmassa (Kakou Hammou Dada);CSUA
Errachidia;Boudnib;Boudnib;CSUA
Errachidia;Tinejdad;Amraoui Brahim;CSUA
Errachidia;Amellagou;Amellagou;CSCA
Errachidia;Chorfa M'daghra;Ksar Jdid (Kasba);DR
Errachidia;Amellagou;Agoudim;DR
Errachidia;Bni M'hamed ÿSijelmassa;El Mansouria;CSC
Errachidia;Er-Rteb;Tazmamarte;DR
Errachidia;Er-Rteb;Zaouia Jdida;CSC
Es Semara;Es-Semara;Es-Semara I;CSU
Es Semara;Es-Semara;Rbieb;CSU
Es Semara;Es-Semara;Leguiz;CSU
Es Semara;Es-Semara;Hay Salam;CSU
Es Semara;Es-Semara;Massira Ii;CSU
Es Semara;Sidi Ahmed Laaroussi;S.Ahmed Laaroussi;CSC
Es Semara;Amgala;Sidi Khattari (Amgala);CSC
Es Semara;Haouza;Haouza;CSC
Es Semara;Sidi Ahmed Laaroussi;Oued Sakia Lhamra;DR
Essaouira;Essaouira;Allal B.Ahmed Amkik;CSU
Essaouira;Essaouira;Larbi B.Ahm.L'bennay;CSU
Essaouira;Essaouira;Rahal B.Ahmed;CSU
Essaouira;Essaouira;Med ÿB. Ahmed El Bekkal;CDTMR
Essaouira;Essaouira;S.Med B. Abdellah;LEHM
Essaouira;Essaouira;Allal B.Ahmed Amkik;CRPF
Essaouira;El Hanchane;El Hanchane;CSUA
Essaouira;Talmest;Talmest;CSUA
Essaouira;Ait Daoud;Ait Daoud;CSUA
Essaouira;Tamanar;Tamanar;CSUA
Essaouira;Mzilate;Mzilate;CSC
Essaouira;Sidi M'hamed Ou Marzouq;S.Mhamed Oumarzouq;CSC
Essaouira;M'ramer;M'ramer;CSC
Essaouira;Sidi Boulaalam;Fej Rih;CSC
Essaouira;Sidi Aissa Regragui;Nairat;CSC
Essaouira;Takate;Takate;CSC
Essaouira;Takate;Jbilat;DR
Essaouira;Oulad M'rabet;Oulad Said;CSC
Essaouira;Tafetachte;Tafetachte;CSCA
Essaouira;Mejji;Mejji;CSC
Essaouira;Kechoula;Sidi Larbi (Kechoula);CSC
Essaouira;Moulay Bouzarqtoune;Ait Tahria;CSC
Essaouira;Ounagha;Ounagha;CSC
Essaouira;Ounagha;Bir M'zouri;DR
Essaouira;Had Dra;Had Dra;CSCA
Essaouira;Meskala;Meskala;CSC
Essaouira;Mouarid;Mouarid;CSC
Essaouira;Mouarid;Tabarda;DR
Essaouira;Korimate;Korimate;CSC
Essaouira;Lahsinate;Lahsinate;CSC
Essaouira;Ait Said;Ait El Haj;CSC
Essaouira;Lagdadra;Lagdadra;CSC
Essaouira;Sidi Ishaq;Souk Aame;CSC
Essaouira;Sidi Ali El Korati;Sidi Ali El Korati;CSC
Essaouira;Aquermoud;Akermoud;CSCA
Essaouira;Zaouiat Ben Hmida;Zaouiat Ben Hmida;CSC
Essaouira;M'khalif;Berrakt Radi;CSC
Essaouira;Sidi Abdeljalil;Sidi Abdeljalil;CSC
Essaouira;Sidi Laaroussi;Sidi Laaroussi;CSC
Essaouira;Sidi Laaroussi;Skiate ÿÿ;DR
Essaouira;Adaghas;Adaghas;CSC
Essaouira;Assais;Assais Akrarou;CSC
Essaouira;Bouzemmour;Bouzemmour ÿ;CSC
Essaouira;Aglif;Aglif;CSC
Essaouira;Takoucht;Takoucht;CSC
Essaouira;Sidi Ghaneme;Ait Zelten;CSC
Essaouira;Ezzaouite;Ezzaouite Issoukine;CSC
Essaouira;Tahelouante;Tahelouante;CSC
Essaouira;Bizdad;Bizdad;CSCA
Essaouira;Bizdad;Idaouzemzem;DR
Essaouira;Bizdad;Ait Bayoud;DR
Essaouira;Sidi Kaouki;Sidi Kaouki;CSC
Essaouira;Aguerd;Ida Ougourd;CSC
Essaouira;Sidi Hmad Ou Hamed;S.H'mad Ou Hmed;CSC
Essaouira;Tidzi;Tigoudar;CSC
Essaouira;Sidi El Jazouli;Neknafa;CSC
Essaouira;Imi N'tlit;Imi-N'tlit;CSC
Essaouira;Smimou;Smimou;CSCA
Essaouira;Tafedna;Tafedna;CSC
Essaouira;Sidi Ahmed Essayeh;S.Ahmed Essayeh;CSC
Essaouira;Ida Ou Aazza;Toughniste (Ida Ouaazza);CSC
Essaouira;Timizguida Ouftas;Imerdidsene;CSC
Essaouira;Ait Aissi Ihahane;Ait Aissi;CSC
Essaouira;Ida Ou Kazzou;Ida Ou Kazzou;CSC
Essaouira;Ida Ou Guelloul;Ida Ouguilloul;CSC
Essaouira;Sidi H'mad ÿOu M'barek;Idaoutrouma;CSCA
Essaouira;Imgrade;Dhar ÿ;CSC
Essaouira;Imgrade;Tizougate;DR
Essaouira;Targante;Targante;CSC
Essaouira;Adaghas;Artnan;DR
Fahs Anjra;Al Bahraoyine;Nouinouich;CSC
Fahs Anjra;Malloussa;Malloussa;CSC
Fahs Anjra;Ksar Sghir;Ksar Sghir;CSCA
Fahs Anjra;Jouamaa;Hakkama;CSC
Fahs Anjra;Anjra;Khmiss Anjra;CSCA
Fahs Anjra;Ksar El Majaz;Ksar El Majaz;CSC
Fahs Anjra;Taghramt;Taghramt;CSCA
Fahs Anjra;Al Bahraoyine;Lekhreb;DR
Fes;Mechouar Fes Jdid;Bab Boujat;CSUA
Fes;Mechouar Fes Jdid;Boutouil;CSU
Fes;Mechouar Fes Jdid;Bab Jiaf;CSU
Fes;Agdal (Ar);Ville Nouvelle;CSU
Fes;Agdal (Ar);Dokkarat;CSU
Fes;Agdal (Ar);Adarissa;CSU
Fes;Agdal (Ar);Dar Dbibagh;CSU
Fes;Agdal (Ar);Sidi Brahim;CSU
Fes;Agdal (Ar);Centre De Reference;CRPF
